Date,"30-Year Mortgage Rate","Synthetic 10-2 Spread","T10Y2Y Spread"
2020-02-06,3.45,0.04,0.21
2020-02-13,3.47,0.06,0.17
2020-02-20,3.49,0.13,0.13
2020-02-27,3.45,0.37,0.19
2020-03-05,3.29,0.73,0.33
2020-03-12,3.36,0.89,0.38
2020-03-19,3.65,1.24,0.68
2020-03-26,3.5,1.23,0.53
2020-04-02,3.33,1.13,0.4
2020-04-09,3.33,1.13,0.5
2020-04-16,3.31,1.14,0.41
2020-04-23,3.33,1.14,0.39
2020-04-30,3.23,1.06,0.44
2020-05-07,3.26,1.16,0.5
2020-05-14,3.28,1.15,0.47
2020-05-21,3.24,1.1,0.51
2020-05-28,3.15,1.01,0.53
2020-06-04,3.18,1.02,0.63
2020-06-11,3.21,1.05,0.47
2020-06-18,3.13,0.97,0.52
2020-06-25,3.13,0.99,0.51
2020-07-02,3.07,0.94,0.52
2020-07-09,3.03,0.9,0.46
2020-07-16,2.98,0.85,0.46
2020-07-23,3.01,0.88,0.43
2020-07-30,2.99,0.91,0.44
2020-08-06,2.88,0.8,0.44
2020-08-13,2.96,0.83,0.55
2020-08-20,2.99,0.89,0.52
2020-08-27,2.91,0.78,0.58
2020-09-03,2.93,0.83,0.5
2020-09-10,2.86,0.75,0.54
2020-09-17,2.87,0.77,0.56
2020-09-24,2.9,0.79,0.53
2020-10-01,2.88,0.77,0.54
2020-10-08,2.87,0.77,0.65
2020-10-15,2.81,0.7,0.6
2020-10-22,2.8,0.67,0.71
2020-10-29,2.81,0.68,0.69
2020-11-05,2.78,0.67,0.65
2020-11-12,2.84,0.7,0.71
2020-11-19,2.72,0.57,0.68
2020-11-25,2.72,0.58,0.71
2020-12-03,2.71,0.58,0.76
2020-12-10,2.71,0.6,0.78
2020-12-17,2.67,0.57,0.81
2020-12-24,2.66,0.56,0.81
2020-12-31,2.67,0.57,0.8
2021-01-07,2.65,0.54,0.94
2021-01-14,2.79,0.66,0.99
2021-01-21,2.77,0.67,0.99
2021-01-28,2.73,0.64,0.95
2021-02-04,2.73,0.65,1.04
2021-02-11,2.73,0.65,1.05
2021-02-18,2.81,0.73,1.18
2021-02-25,2.97,0.83,1.37
2021-03-04,3.02,0.91,1.4
2021-03-11,3.05,0.94,1.4
2021-03-18,3.09,0.96,1.55
2021-03-25,3.17,1.06,1.49
2021-04-01,3.18,1.04,1.52
2021-04-08,3.13,1.02,1.5
2021-04-15,3.04,0.91,1.4
2021-04-22,2.97,0.84,1.41
2021-04-29,2.98,0.85,1.49
2021-05-06,2.96,0.83,1.42
2021-05-13,2.94,0.81,1.5
2021-05-20,3.0,0.88,1.48
2021-05-27,2.95,0.84,1.47
2021-06-03,2.99,0.86,1.47
2021-06-10,2.96,0.85,1.31
2021-06-17,2.93,0.73,1.29
2021-06-24,3.02,0.79,1.23
2021-07-01,2.98,0.76,1.23
2021-07-08,2.9,0.74,1.11
2021-07-15,2.88,0.68,1.08
2021-07-22,2.78,0.61,1.07
2021-07-29,2.8,0.63,1.08
2021-08-05,2.77,0.59,1.02
2021-08-12,2.87,0.67,1.13
2021-08-19,2.86,0.67,1.02
2021-08-26,2.87,0.65,1.09
2021-09-02,2.87,0.7,1.09
2021-09-09,2.88,0.68,1.07
2021-09-16,2.86,0.66,1.11
2021-09-23,2.88,0.64,1.14
2021-09-30,3.01,0.76,1.24
2021-10-07,2.99,0.7,1.26
2021-10-14,3.05,0.72,1.16
2021-10-21,3.09,0.67,1.23
2021-10-28,3.14,0.67,1.07
2021-11-04,3.09,0.71,1.12
2021-11-10,2.98,0.5,1.05
2021-11-18,3.1,0.61,1.07
2021-11-24,3.1,0.49,1.0
2021-12-02,3.11,0.51,0.81
2021-12-09,3.1,0.43,0.79
2021-12-16,3.12,0.51,0.8
2021-12-23,3.05,0.37,0.79
2021-12-30,3.11,0.41,0.79
2022-01-06,3.22,0.37,0.85
2022-01-13,3.45,0.57,0.79
2022-01-20,3.56,0.51,0.75
2022-01-27,3.55,0.4,0.63
2022-02-03,3.55,0.39,0.63
2022-02-10,3.69,0.11,0.42
2022-02-17,3.92,0.46,0.48
2022-02-24,3.89,0.38,0.42
2022-03-03,3.76,0.26,0.33
2022-03-10,3.85,0.16,0.26
2022-03-17,4.16,0.25,0.26
2022-03-24,4.42,0.32,0.21
2022-03-31,4.67,0.42,0.04
2022-04-07,4.72,0.28,0.19
2022-04-14,5.0,0.56,0.36
2022-04-21,5.11,0.46,0.22
2022-04-28,5.1,0.5,0.22
2022-05-05,5.27,0.59,0.34
2022-05-12,5.3,0.77,0.28
2022-05-19,5.25,0.65,0.21
2022-05-26,5.1,0.67,0.29
2022-06-02,5.09,0.47,0.27
2022-06-09,5.23,0.43,0.21
2022-06-16,5.78,0.67,0.14
2022-06-23,5.81,0.83,0.08
2022-06-30,5.7,0.81,0.06
2022-07-07,5.3,0.3,-0.02
2022-07-14,5.51,0.39,-0.19
2022-07-21,5.54,0.47,-0.19
2022-07-28,5.3,0.48,-0.17
2022-08-04,4.99,-0.0099999999999993,-0.35
2022-08-11,5.22,0.02,-0.36
2022-08-18,5.13,-0.06,-0.34
2022-08-25,5.55,0.23,-0.32
2022-09-01,5.66,0.18,-0.25
2022-09-08,5.89,0.44,-0.19
2022-09-15,6.02,0.18,-0.42
2022-09-22,6.29,0.21,-0.41
2022-09-29,6.7,0.57,-0.4
2022-10-06,6.66,0.46,-0.4
2022-10-13,6.92,0.48,-0.5
2022-10-20,6.94,0.35,-0.38
2022-10-27,7.08,0.81,-0.34
2022-11-03,6.95,0.27,-0.57
2022-11-10,7.08,0.77,-0.52
2022-11-17,6.61,0.21,-0.66
2022-11-23,6.58,0.15,-0.75
2022-12-01,6.49,0.27,-0.72
2022-12-08,6.33,0.050000000000001,-0.83
2022-12-15,6.31,0.11,-0.79
2022-12-22,6.27,0.06,-0.57
2022-12-29,6.42,0.11,-0.51
2023-01-05,6.48,0.06,-0.74
2023-01-12,6.33,0.24,-0.69
2023-01-19,6.15,0.090000000000001,-0.7
2023-01-26,6.13,-0.0099999999999998,-0.68
2023-02-02,6.09,0.03,-0.69
2023-02-09,6.12,-0.33,-0.81
2023-02-16,6.32,-0.27,-0.76
2023-02-23,6.5,-0.13,-0.78
2023-03-02,6.65,-0.21,-0.81
2023-03-09,6.73,-0.14,-0.97
2023-03-16,6.6,0.49,-0.58
2023-03-23,6.42,0.69,-0.38
2023-03-30,6.32,0.25,-0.55
2023-04-06,6.28,0.49,-0.52
2023-04-13,6.27,0.34,-0.51
2023-04-20,6.39,0.28,-0.6
2023-04-27,6.43,0.39,-0.54
2023-05-04,6.39,0.67,-0.38
2023-05-11,6.35,0.49,-0.5
2023-05-18,6.39,0.18,-0.59
2023-05-25,6.57,0.1,-0.67
2023-06-01,6.79,0.49,-0.72
2023-06-08,6.71,0.22,-0.79
2023-06-15,6.69,0.1,-0.9
2023-06-22,6.67,-0.069999999999999,-0.97
2023-06-29,6.71,-0.13,-1.02
2023-07-06,6.81,-0.15,-0.94
2023-07-13,6.96,0.4,-0.83
2023-07-20,6.78,0.010000000000001,-0.95
2023-07-27,6.81,-0.07,-0.9
2023-08-03,6.9,0.03,-0.7
2023-08-10,6.96,0.17,-0.73
2023-08-17,7.09,0.18,-0.64
2023-08-24,7.23,0.28,-0.75
2023-08-31,7.18,0.36,-0.76
2023-09-07,7.12,0.21,-0.67
2023-09-14,7.18,0.21,-0.71
2023-09-21,7.19,0.1,-0.63
2023-09-28,7.31,0.3,-0.45
2023-10-05,7.49,0.49,-0.31
2023-10-12,7.57,0.54,-0.36
2023-10-19,7.63,0.52,-0.16
2023-10-26,7.79,0.8,-0.16
2023-11-02,7.76,0.81,-0.31
2023-11-09,7.5,0.5,-0.41
2023-11-16,7.44,0.64,-0.38
2023-11-22,7.29,0.43,-0.47
2023-11-30,7.22,0.52,-0.36
2023-12-07,7.03,0.48,-0.44
2023-12-14,6.95,0.61,-0.45
2023-12-21,6.67,0.37,-0.44
2023-12-28,6.61,0.38,-0.42
2024-01-04,6.62,0.27,-0.39
2024-01-11,6.66,0.43,-0.28
2024-01-18,6.6,0.29,-0.2
2024-01-25,6.69,0.44,-0.14
2024-02-01,6.63,0.46,-0.33
2024-02-08,6.64,0.21,-0.31
2024-02-15,6.77,0.24,-0.32
2024-02-22,6.9,0.24,-0.36
2024-02-29,6.94,0.33,-0.39
2024-03-07,6.88,0.41,-0.41
2024-03-14,6.74,0.090000000000001,-0.39
2024-03-21,6.87,0.28,-0.35
2024-03-28,6.79,0.23,-0.39
2024-04-04,6.82,0.2,-0.34
2024-04-11,6.88,-0.02,-0.37
2024-04-18,7.1,0.15,-0.34
2024-04-25,7.17,0.24,-0.26
2024-05-02,7.22,0.38,-0.29
2024-05-09,7.09,0.32,-0.35
2024-05-16,7.02,0.27,-0.4
2024-05-23,6.94,0.06,-0.44
2024-05-30,7.03,0.14,-0.37
2024-06-06,6.99,0.3,-0.44
2024-06-13,6.95,0.3,-0.44
2024-06-20,6.87,0.2,-0.45
2024-06-27,6.86,0.19,-0.41
2024-07-03,6.95,0.27,-0.35
2024-07-11,6.89,0.42,-0.3
2024-07-18,6.77,0.34,-0.26
2024-07-25,6.78,0.4,-0.14
2024-08-01,6.73,0.6,-0.17
2024-08-08,6.47,0.46,-0.05
2024-08-15,6.49,0.44,-0.16
2024-08-22,6.46,0.5,-0.13
2024-08-29,6.35,0.51,0.0
2024-09-05,6.35,0.63,-0.02
2024-09-12,6.2,0.59,0.04
2024-09-19,6.09,0.53,0.14
